Book-Author
Mark P. O. Morford
Richard Bruce Wright
Carlo D'Este
Alfredo Roces
David Stafford
Richard Fine
Sharon Sloan Fiffer
Sharon O'Connor
Phyllis A. Balch
Mario Batali
Bade Jackson
Yamuna Devi
SEBASTIAN DE GRAZIA
John Ridley
Helen Kim
Rosario Ferre
Jerry Bauck
Morris Gleitzman
Wentworth
Alexander Besher
Jack B. Du Brul
M. Angels PuigbÃ²
Josep Pastells
Joan Manel Bueno
John Kessel
Elissa Schappell
Jacinto Verdaguer
Francesc Trabal
Fernando Garcia de Cortazar
Paco LÃ³pez Diago
Olaf Kirch
Charlene LaBelle
Joan Bauer
Casey Kait
Charles Ghigna
Penn Williamson
Burton Silver
Nan Geller
Patrick M. Morley
Virginia Nichols  Quinn
Joseph Peter Simini
Benvenuto Cellini
Mary Walton
Gary Warren Aldrich
Joseph Walker
Victor
Jean Wilson
Debra Mullins
Winifred Conkling
DIRK VAN SUSTEREN
James R. Giles
Chuck Zerby
Jooao Paulo de Almeid Magalhhaes
David R. Williams
Marilyn Dorn Staats
Jacqueline Jill Robinson
Hebbel
Martina Mettner
Arne Tangherlini
Carl Zuckmayer
Wolfgang DÃ¤rr
Christoph Hennig
Meyrink
Hauptman
Daniel Goeudevert
Gunter Grass
Eco
Michal Snunit
Klaus Goldmann
Evan Green
Leonie Bach
Ludwig Marcuse
Catherine Salton
Sergio Bambaren
Peter Gaymann
Ernst Kreuder
Ursa Krattiger
David Mason
Shani Mootoo
Thea Dorn
Friedemann Schulz von Thun
Guido Knopp
Hans Stempel
Lotte Betke
Hartling
Hartlinger
Brian Fradet
Angelika Walk
Sara Ball
Fleischmann
Kari KÃ?Â¶ster-LÃ?Â¶sche
HansjÃ?Â¶rg Betschart
Bernardo J. Carducci
Ildiko Von Kurthy
Winfried G. Sebald
Rachid Boudjedra
Louis de Bernieres
Dieter Wartenweiler
Juri Rytcheu
GÃ?Â¼nter Freitag
Sibilla Aleramo
Heinz SchÃ?Â¤fer
John LeCarre
John F. Case
Asta Scheib
Christopher S Hagen
Egbert Osterwald
Edith Kliez
Joan Grant
Gunhild Grimm
Heinz-Eugen Schramm
Esther Averill
Gaius Julius Caesar
Hornschuh
Franz Rieger
Hans JÃ¼rgen Brandt
Myron Levoy
Sally Brampton
Luis Ripoll
Roland Green
David Masiel
Mario Tobino
Dacia Maraini
N Evans
Dario Fo
Marcello Jori
Ken Alibek
Alexander Dolgun
Leland Gregory
William A. Covino
"George, Jr. Lardner"
Claire Walter
Pedro PaixÃ£o
Rick Moody
Richard Frede
Joyce Haber
Evelyn Scott
M. J. Morrissette
Paul Allen Carter
Don Breithaupt
Steve Uhler
John T. Molloy
"Betty Jane and MacFarlane, Lynne Wylie"
Joe Griffith
Raymond M. Smullyan
Michael Nava
DENNIS MILLER
Susan Jenkins
Andy Schell
Danny Miller
Joseph Steffan
Timothy R. Roberts
Eileen Connolly
Time-Life
Colin Thubron
Brendan Lehane
Kevin Elyot
Jeffrey C. Dillow
Charles Givens
Charles Wolfe
Ronald Wartow
Dave Del Dotto
Mike Mayo
Ann Keeler Evans
Ann Moore
Ronald Aberdeen Anderson
Eric Lloyd Wright
Publications International Ltd
Lew Wallace
Mary R.  Shefferman
Barbara Nickolae
Eastman Kodak Company Staff
Carl J Pfeifer
Kodak Editors
William Murray
Jerry Capeci
Richard Cavendish
Lynda S. Robinson
Elizabeth Stone
Helen Kennedy
Edith Holden
Bamber Gascoigne
Barbara Gibson
Alan Furst
James. Blish
David Kundtz
Delsa Winer
Katie Singer
Marjorie Reynolds
Laura Catherine Brown
Alison McGhee
Eddie Little
Susan Merrell
David Yount
Margaret A. Salinger
Jacques Pepin
WILLIAM WEAVER
K.T. Anders
"James F., Md. Balch"
Sunny Baker
Debra E. Meyerson
Evelyn Palfrey
Barbara Grizzuti Harrison
Barry Eisler
Raymond Aaron
Nicole Foster
Christopher Matthew
Sandy Boucher
Sarah Stonich
Carren Strock
Deborah Abbott
Douglas Kelley
Mary Jane Salk
Deirdr Purcell
Iris R. Dart
Ying Hong
Laurie Lico Albanese
John Baxter
Raffaella Barker
John Phillip Santos
Junichiro Tanizaki
Elin Hilderbrand
Abigail Thomas
Martin Yan
J.D. Landis
Timothy Reed
Jacqueline de Soignee
Hanna Al-Shaykh
Steve Szilagyi
Cindy Weigand
GRAHAM HANCOCK
Tracey Stewart
Thom Leonard
Deborah Schupack
Nancy Price
June Park
Phil Kuntz
JENNIFER VANDERBES
Jae-Ha Kim
Annie Waters
Deborah Iida
Mo Yan
Florence Sakade
Dennis McFarland
Ildiko von KÃ?Â¼rthy
Brenda Ray
Charles Todd
John Bierman
Vivian Knight-Jenkins
Madeleine Lengle
Lowry Pei
Rick Atkinson
Austin Wright
Sheila Ellison
Kevin Hogan
Walter Keady
Dee Holmes
BARBARA SAMUEL
Megan Chance
Helen Kirkman
Teresa Brouwer
Roberto Benigni
Wolfgang Hars
LINDA ROGHAAR
Ashley Gardner
Matt Witten
John Sanford
Alberto Manguel
Rafi Zabor
Dan Chaon
Doug Ruby
Bea Happy
Stephen A. Bly
Gerald Celente
Bernard N Mariano
Rita Busch
Steve Silverman
Nora Hess
Christine Dorsey
Nina Bruhns
Beatrice Small
Stephen Humphries
Brian
Poldy Bird
William MacQuitty
Eric Santoni
Jo Nesboe
Charles Carillo
Greg Hollingshead
Kracht
Jess Jochimsen
Annette MeyhÃ?Â¶fer
Anna-Karin Palm
Benjamin Lebert
Paul LÃ?Â¶winger
Joel Egloff
Winfried KÃ?Â¶sters
Irmela Wiemann
"Paul, Dr. Meier"
Tanya Anne Crosby
Joan Monroe
Hank Searles
Gavin Young
Ronald Throop
Ron Throop
Patrick F. McManus
Patrick F Mcmanus
Patrick R. McManus
Joan Skogan
Magazine Outside
Starkell
Brenda Silsbe
Jane Waterhouse
Brady Fotheringham
Dalma Heyn
James Conaway
Susan Plunkett
Veda Boyd Jones
William Gill
John Collee
Steven Martin
William Hjortsberg
Patricia Rae
Richard Sears
Susan Berman
David A. Carter
Charles Schulz
Elizabeth Hall
Samantha Berger
Holling C. Holling
R. W. Alley
Susan Canizares
Patty Rutland Mullins
Kathleen Kain
Bernice Rappoport
JIM THOMAS
Ray Sipherd
Linda Cress Dowdy
Vincent Serventy
Liza Alexander
Rose Wyler
Sharon Lerner
Ruth Thomson
Mary McKenna Siddals
David Webster
Tish Sommers
Ann Dixon
Donald Thurber
Blues Clues
Barbara Bulmer-Thomas
Amy Hutchings
Jane Dallinger
Felice Haus
A. M. Monson
Ellen B. Senisi
James Levin
Jamie Lee Curtis
RON MILLER
Mary Harding
Karen Schmidt
Steven Kellogg
Susan Korman
Jez Alborough
P. K. Hallinan
Lori Reiser
Little Golden Book
Syd Hoff
"Albert G., Miller"
Peter Seymour
William Coleman
John Coborn
George Jonsen
Bob Terrio
Cynthia Benjamin
Robin Wasserman
Frances Hanna
Tedd Arnold
Elise Richards
R. A. Herman
Pamela Jane
Ann Morris
Berenstain
Rose Robart
Modern Publications
Patricia M. Scarry
Bruce Talkington
Twig C. George
Suzy Spafford
Mary Ann Fraser
Margaret Miller
Erik A. Bruun
CHRISTOPHER ANGELFISH
Judith Bauer Stamper
Milne A. A.
Shirley Neitzel
Brian Cassie
Elaine Epstein
Leslie McGuire
Barbara Gregorich
Judith Bauer
"Beatrix &amp; Atkinson, Allen Potter"
Jan Pienkowski
Theo. Lesieg
Rita Walsh
John Burnham Schwartz
Andrew Slade
Llewellyn
Clyde Phillips
Ellen Sandbeck
Mollie Katzen
Sam Cook
Louise Collis
Martin Ebon
Ron Ellis
J.P. White
Chauncey C. Loomis
Paul Griss
Aruna Rao
Jack Hart
Lois Weis
Mary Kay Rummel
Michael Harner
Gary Chapman
Lee Carroll
Sandra Haldeman-Martz
Jim Cornfield
Kalton C. Lahue
Mike Stensvold
Ella P. Mitchell
Stephen Gorman
Sri Chinmoy
Bruce W. Helmer
Les Giblin
"Abbie F., Dr. Salny"
T. J. Marino
Edward Frank Allen
Roger Conant
Geraldine A. Larkin
Michael Tierra
Donald H. Menzel
Outlet
Bruce Anderson
Dorothy Richardson
Fred Rosen
Maureen McCarthy Draper
Michael Driscoll
Ben Hogan
Holly Chamberlin
JENNIFER FALLON
Jamake Highwater
Robert Wegner
Elsie Worthington Cle Parsons
LUCIA ST CLAIR ROBSON
Robert J. Begiebing
Dwight Webster Longfellow
Ian McDonald
Lisanne Norman
Maureen F. McHugh
Robert Frezza
Linda Nagata
Deborah Wheeler
Flynn Connolly
Terry Dowling
Huong Duong Thu
Marina Benjamin
Jim Aikin
Richard Paul Russo
Sean Williams
J. Berendt
Bill Napier
Lawrence J. Greene
William Oncken
Chris Griscom
Richard Lewis
Helene Stapinski
"H. Norman, General Schwarzkopf"
Diana Kappel-Smith
Max A. Collins
Editors of Sunset Books and Sunset Magazine
Arabella Boxer
Lesley Bremness
Jana Hauschild Lindberg
Penny Black
T. Raphael Simons
James A. Duke
GISH JEN
Matthew Richard Poole
Sophie Treadwell
James J. Mangan
Robert Pack
Eve K. Nichols
James D. Campbell
Peter H. Brown
Rick Marin
Barbara Novak
James Laurence
SIMON COWELL
Harvey Griffin
Jim Nelson
Dan  Verton
KATE CHRISTENSEN
Ronn Elmore
Jodi Jill
Richard H. Dickinson
Deanna Kizis
Lynne McTaggart
Peter O'Toole
Charlotte Lennox
John Henry Ballard
Michael Moncur
Committee to Elect the King
Bill Staton
Jennie Louise Frankel
Jonathan Valin
Nancy J. Sipes
Steven J. Bennett
Trish Kuffner
Judith Balaban Quine
Dennis Hensley
Leslie Dick
Duncan Bock
"Peter R., M.D. Breggin"
S. Dale McLemore
Neil  Larry Shumsky
N. Shumsky
Harold Jaffe
Kathleen Huggins
GEORGE PLIMPTON
David Matlin
Wallace Terry
John Fox
Jim Provenzano
Willi Heinrich
Andy Riley
Patrick Kane
Robin Mitchell
Erynn Rowan Laurie
D. Wright
Andrew Frothingham
Richard A. Moskovitz M.D.
Whitney Chadwick
Random House Editors
Anthony De Mello
Jean-Paul Bruneteau
Flavia Weedn
FYODOR DOSTOEVSKY
Barbara Ras
Liz Jensen
Bernard Comrie
David Cruise
Paperblank Book Company
Jeffrey Tayler
Aman
National Geographic Society
Dave Durand
Ted Gouge
Nance Van Winckel
Cheri Laser
Lisbeth Zwerger
Edward D. Hoch
Fitzpatrick Jean Grasso
Andrew Revkin
Eric Harrison
Azzopardi Trezza
Jan Arriens
Bob Schwartz
"Bob, Dr Schwartz"
Bob Geldof
Ende
Paolo Villaggio
Goffredo Parise
Jane R. Hirschmann
ALEXIS DE TOCQUEVILLE
JOSEPH J. ELLIS
Deirdre N. McCloskey
MARIO LIVIO
Tod Goldberg
Michael Biehl
Harriet Ziskin
John Rigby Hale
Tobias Hill
Gloria Skurzynski
Oprah Winfrey
Jeremy Brown
Mary Freeman
Robert Levinson
MacDonald Trish Skillman
Earl Mindell
Hudson Rivers
John Locke
Francis Fukuyama
Arlette Cousture
John Dryden
Ronald J. Sider
Arianna Stassinopoulos Huffington
Margaret Walker
Deborah Kent
Patricia McKissack
Robert Hall
Albert Speer
Alphonso Pinkney
Maurits Cornelis Escher
Jerome McGann
Mortimer Adler
R. T. Davies
Leslie Howard Owens
Leonard Michaels
David D. Carroll
Larry Brown
Robert. Perske
Philip J Hermann
Frank Ching
Helen Varney
Donna Lawson
Glenn Doman
Roger K. Freeman
Richard Lamparski
Dan Gookin
Monteith
Robert Perske
Andrea Seigel
Cecily von Ziegesar
Robert Gandt
Warner Bros. Pictures
Joel Meredith
Stephen Kuusisto
Ph.D. Lawrence E. Shapiro
Kiki Thorpe
Vincent  Douglas
Reginald Martin
Lily Pond
Julie Adair King
M MACK
Mina Ford
Kevin Phillips
Roger Sherman  Loomis/Loomis
Geoffrey Moore
Jan Jasper
Sid Lerner
"Robert D., Jr. Richardosn"
Suzanne Vega
A. J. Meadows
Francis J. Ripley
Diane Zahler
Kevin Orlin Johnson
Nicholas Boothman
Jana Nemecjirak
Andy Griffiths
Roger Mellott
Jeffrey Strausser
Lanier Graham
Diego Uribe
J.J. Mendoza Fernandez
JOHN POLLACK
Maggio
LOUISE SHAFFER
John Bester
Dean Ing
Andrew Zimbalist
Daniel Duane
A. C. Weisbecker
Jessica Pallingston
Charles Darwin
Russ Rymer
John Broderick
Bella Pollen
Abraham Joshua Heschel
Michael Gluzman
Kay Turner
"C. Alexander, Phd Simpkins"
Lisa Schiffman
Lawrence Shainberg
Gary Shteyngart
Ari L. Goldman
Yair Weinstock
M. Arbel
Mary Antin
Rius
Gillian Helfgott
William Bright
Mascha KalÃ©ko
Madhur Jaffrey
Barbara E. Cohen
Bob Reiss
Kathryn Reiss
Sheneska Jackson
Nancy Cain
Marilyn Monroe
Loretta Schwartz-Nobel
Kathleen Fischer
Bette Matthews
Miller Sue
Rose Boyt
Diane Warner
Henry Gilroy
Lolita Files
John Herman
Norbert Ehrenfreund
Karen Barber
Leon Bing
Candice Kohl
John Egerton
Jane Schweitzer
Jan Zita Grover
Suzanne B.  Robotti
PATRICIA MARX
Dan Reed
STASE MA MICHAELS
James Joseph
Bernadette Vallely
Christopher Joyce
R R. McDonald
David James Smith
Don Lasseter
Catherine Todd
James Defelice
Patti McDonald M.Ed.
Mark Button
Richard J. DeGrandpre
June Fleming
Lauren Cowen
John Rolfe Gardiner
Anistatia R. Miller
Margaret A. Robinson
Philippa Moyle
Barbara Shapiro
Kurt R. A. Giambastiani
Austin Bay
David Ramus
JOHN CASE
Barbara Gordon
Betty N. Chase
Laura Abbot
Dawn Atkins
Peggy Burton
Colin MacInnes
David C. Korten
Michael Okuda
Rick Sternbach
Brett Silverstein
Rice Anne
Will Jacobs
Martin Gottfried
Jonathan Winters
Carl A Hammerschlag
Brenda Clough
Caryl Phillips
Michelle Cliff
April Stevens
Catherine Cusset
Tobias Jones
Ian Mcewan
Michael Lesy
David Elliot Cohen
Elizabeth Pantley
Thich Nhat Hahn
Isabella Dusi
Edna St. Vincent Millay
Karl Rahner
Rowan Williams
Giovanni
William Upski Wimsatt
Cyndi Smith
Dennis Jackson
J. K. Arden
Ruby White
Cindy Packard
Mary Jane Moffat
Nanci A. Lyman
LOUISE FOLEY
A. Bry
David McCumber
J. A. Baker
Caroline Alexander
Richard Francis
Janice Deaner
John Scott Shepherd
James A Houston
Hans Christian Von Baeyer
Jr. O. B. Hardison
Evan Handler
Barbara Kesel
Alexander S. Murray
Eugene Kogan
Rick R. Reed
Hugh Cave
Ann E. Imbrie
Joan Perry
Joe Henderson
Jeroen Brouwers
Anthony McCarten
Clare De Vries
Herve Gulbert
Dave Benbow
Bart Yates
Robert L. Arpin
Josh Lanyon
Robert Taylor
Alexander Chee
Winona LaDuke
Richard Rohmer
Kelly Winters
Lillian Faderman
Sharon Drummond
Daniel Woodrell
Annie Garrett
Sands Hall
Ralph. Daigh
Leo Cooper
Angus Wells
Graham Lineham
Barry W McCarthy
Bill Lawrence
Peter J. Andrews
Marten Jensen
Reid Bramblett
Daniel Mangin
J. Stephen Lang
Editors of ESRI Press
Tim Ritchey
Douglas B. Smith
John Warriners
John Cunyus Hodges
FRANKLYNN PETERSON
Mary Campione
Nathan Gurewich
L. Casey Larijani
Roger L. Welsch
William C. Byham
Bernice Randall
Steve Rushin
Jean Rysstad
Chris Lori
Randall Ware
Ted Plantos
Ann Johnson
Marie Boroff
Marie-Emily Sendrea
"Harry, Jr. Harrison"
Andrew Peter Vayda
Cherie Carter-Scott
Patricia Bell-Scott
Charles W. Kegley
Jonathan Beaty
Roger Lacasse
Jack O'Connell
Dick Schaap
Jesse Browner
Darcy O'Brien
Gerry Spence
Jean Conklin
Sheila Walsh
CAMIKA SPENCER
Pierre-Ambroise-FranÃ?Â§ois Choderlos de Laclos
William Ury
DAN JENKINS
Martha Southgate
SCOTT PHILLIPS
Tom Coyne
Pete Fromm
Nuha Radi
Marcus Stevens
T. Harv Eker
Nick Malgieri
Joe Ortiz
Pam Krauss
Charles W. Chesnutt
E. A. Pollard
Charles McCabe
Lonnie E. Maness
Ruth Doan MacDougall
David Seaman
Fyre Jean Graveline
Nick Walker
Samuel Delany
Aleta Karstad
Linda Roghaar
Jim Heid
David Heber
Steven G. Pratt
Gay Hendricks
Peter Sheridan
Scott Lasser
Dan McGraw
K. Patchen
David Comfort
Faith Popcorn
Shawn Brennan
Jacqueline D. Hamilton
Lynie Arden
Cameron S. Foote
Wendy Peck
Chris Lea
Larry Ullman
Tom Negrino
Jodie Dalgleish
Garo Green
Susan Sweeney
Cheryl Demas
Stephen Spainhour
Peri H. Pakroo
Michele  Bolton
Judy George
Patricia Cobe
Maria T. Bailey
Lisa M. Roberts
John C. Behrendt
JosÃ© Angel MaÃ±as
Annabel Giles
Howard Jacobson
JosÃ© Luis de Vilallonga
Daniel J. Kindlon
Elaine Williams
Steven M. Newman
Elizabeth E. Heilman
Owen Whittaker
William M. Valtos
Jennifer Baker
Zuleikha Mayat
Rick Stein
Arthur Upfield
RenÃ?Â©-Victor Pilhes
Richard Jorif
Miriam Mafai
Isoko Hatano
AgustÃ­ Alcoberro
Joseph McBride
Courtney Brown
S.M. Stirling
Nicolas Van Pallandt
Charles R. Pellegrino
Alexander Jablokov
Traci Briery
Penelope Ody
Law School Admission Staff
Steven Foster
Kim Todd
Charles E. Funk
Luis Alberto Urrea
Michael Bad Hand Terry
Hilary Norman
William G. Benham
Harold Clurman
Ilan Kutz
Patricia Monaghan
Laura Lee Guhrke
Maris Soule
Carly Bishop
Chris Ward
Mike Daisey
Cintra Wilson
Jeff Long
Sabine Blazy
Joan RendÃ©
AvelÂ¨lÃ­ ArtÃ­s-Gener
Dave Andrews
Ann Spangler
Rosemary Low
Shona Dunlop MacTavish
Abk Publ
Babs Harrison
Bill Gothard
Ed Silvoso
Hilde Eynikel
Gregg Andrew Hurwitz
Alexandra Raife
Al Sarrantonio
Robert D. San Souci
S. K. McClafferty
Tanya Ann Crosby
Henry W. Hocherman
Alexander Key
Brenda B. Canary
Irving Weinman
Jojo Moyes
James Dodson
Arthur Bresnahan Busbey
Plum Sykes
AMELIA ATWATER-RHODES
Andrew Dymond
Keith Decandido
Jan Saudek
John Davidson
ROBERT COLLINS
David Owen
Garry Kilworth
David Daniel  Kennedy
Gord Downie
Lindsay Porter
Stan Fischler
Alison Gordon
ELIZABETH ANN SCARBOROUGH
Karin Muller
Dorothy Leeds
Maureen McCarthy
CHERYL RICHARDSON
Jeanne Dams
Nicholas Henry
Mark Alan Stewart
Matthew Moen
Patrick Joyce
Peter L. Berger
James  Weigel
Collings
William S. Maltby
SHELDON KOPP
FRED GOODMAN
Amilcar Sebastian Mercado
Eric W. Gritsch
Wendy Madgewick
Graham Fuller
Boye Lafayette De Mente
Barry M. Farber
Luisah Teish
Stephanie Nolen
David M Brownstone
Jonathan L.  Goldman
S. K. Tillyard
Richard Trench
Lao Tzu
RUSSELL SHORTO
"Bruce, Dr Fogle"
Suzanne  Havala
Edward Marston
Peter Schmidt
Plantagenet Somerset Fry
Daniel Mark Epstein
Susanne Batzdorff
W. G. Sebald
Jacquelyne Jones-North
Joanne Ball
Anne Breton
N. St. J. Groom
Jeri Lyn Ringblum
Madeleine Marsh
Ralph Mayer
Lynne Vallone
Woodward Bischoff
FRANK KERMODE
Judith Healey
Howard Spring
Jean A. S. Strauss
William Stainback
Judy M. Iseke-Barnes
Harry K. Wong
T. F. Banks
Patrick Cauvin
Exbrayat
Vera Southgate
Christian Signol
James Herlihy
Annie FranÃ?Â§ois
F Groult
Joseph Joffo
Sarah Harrison
RÃ?Â©gine Deforges
Denis Ledogar
Pauline Alama
Gary Goshgarian
Tony De Bolfo
Bernadette Menu
Lourdes FernÃ¡ndez-Ventura
Michael Knight
Mike Bryan
Petra Morsbach
Frank Ronan
Isabel Losada
Ralf Sotscheck
Mavis Cheek
ClÃ?Â©ment Weill Raynal
Julia Onken
Stephan Grundy
Angela Hausner
Jake Halpern
J G Ballard
Michael Marsh Smith
Christopher Buckley
Terry Bisson
Sandra Choron
Cynthia DeFelice
Nelle McFather
Douglas Glover
Richard Ives
Bernice Rubens
Chufo Llorens
Ian Harman
GÃ¼nter Wallraff
David Cogswell
Paul Dengelegi
Sy Montgomery
Juliet Marillier
Jim Bohannon
Peter Garrison
W.L. Rusho
A. William Robinson
Coyote Gordon
Julia Voznesenskaya
F Springer
David Fraser
Andrea Simmen
James Hamilton-Paterson
James Walsh
Samuel Hofer
Christopher Small
Humphrey Carpenter
Jon Land
Andrea BlanquÃ©
Geoffrey C. Bowker
Ross A. MacInnes
"Bob, Ferguson"
Elizabeth Taylor
Kurt Busiek
"Howard Gold,Mike Chaykin"
Damon Knight
Dennis O'Neil
Tony C. Caputo
Mark Salisbury
Larry Young
Ansen Dibell
Nat Gertler
Durwin Talon
Andrew Lang
David Langford
J. Frazer
LEE CHILD
Jeanette Parsons Egan
Harry Bingham
Catherine Whitney
Ken Goddard
Josh Webster
John Godey
Sophie Dunbar
Peter Elkind
Carol Brennan
Liz Williams
Pat Murphy
Katya Reimann
Trish Janeshutz
Robert L. Stevenson
Robert Newman
Gordon Burn
Heather Parkinson
William T. Vollman
J. H. Stape
David Mauk
Hana Sambrook
Dylan Thomas
John December
Charles Ryan
Elizabeth Appell
Kris Nelscott
Dave Klein
Jay R. Bonansinga
Anne Capeci
Phyllis Curott
Nancy O'Hara
Brian Davis
Madge Swindell
Paulette Bates Alden
Polybius
Maria Campbell
Ilene Cooper
Seymour Simon
Ann Coleridge
Stan Smith
Gayle Pearson
Lucy Daniels
Holly Jacobs
Leslie Brennen
Betty Brooks
Diane Gates Robinson
Elizabeth English
Candace McCarthy
John Keane
Sarah Champion
Lauren McCrossan
Christine Butterworth
Lynne Cheney
Laurence
Quentin Tarantino
Mildred Colvin
Etty Hillesum
R Dahl
Peter Tompkins
Blake
Monique Borgerhoff Mulder (ed)
John Krich
Sydney Stahl Weinberg
Marc Gellman
Mike Chinoy
Guy Kawasaki
Marina Mahathir
Turgut A. Akter
Margaret Cheney
Michael Douglas de Jong
Jodi Levy
James Reaney
Anne Isaacs
Veit Heinichen
Nan McCarthy
Herbert Rosendorfer
Diana Beate Hellmann
Bonita Thompson
SAM HAMILL
Arthur  Myers
Fate Magazine Editor
George Konrad
Susan Neunzig Cahill
Daniel Butler
Brenda Meehan-Waters
JOHN HART
Stephen Leather
Demirkan
Annegret Held
Charles Simmons
Hartmut Schickert
Pausewang
Lloyd E. Hill
David Stiles
Jennifer Armstrong
Billy Collins
Sharon Peters
Russell Mead
Moore
Gwen Tourret
Ver Southgate
Alison Acheson
David Cutts
Clyde R. Bulla
Dorothy McKay Martin
Martin Godfrey
Elizabet Coatsworth
Tony Hutchings
Sherry Bunin
Marci McGill
Mark Oman
Susan Terris
John Ball
Jocelyn Stevenson
Shelley Bedik
Katherine Farris
Laura Rader
Joann Ross
Silhouette
Val Daniels
J Ingram
Kathy Wilburn
Amanda Stephens
Martyn Godfrey
Dorothy Bastien
D.J. Arneson
Grace Maccarone
Sharon E. McKay
Sean O Huigin
John Creasey
MARGERY WILLIAMS
Gordon D. Shirreffs
Marion Holland
Toni L.P. Kelner
Erica Farber
Eric Wilson
Marilyn Halvorson
Vicki Erwin
Paul Hutchins
Pauline Watson
Miriam Hodgson
Dian Dincin Buchman
Frances Rickett
Robert Bright
SCOTT YOUNG
Barbara Hazen
Trinka Hakes Noble
Kathy Stinson
JUDY DUNN
Wendy Cheyette Lewison
GILLES TIBO
Jerry Lane
Marcia Wiesbauer
Bob Philips
Simple Simon
Wenda Young
Louise Gikow
Nikki Tate
Ann Bryant
Veronica Eddy Brock
Lillian Hoban
Sharon Gordon
Rose Greydanus
M.J. Carr
France Burnett
Roger Kilroy
Tessa Kay
Pat Brigandi
BOB CARLISLE
Kay Gregory
Kathy Mitchell
Michael Eagle
Jeffrey Scherer
Roger Pare
Mary Oliver
Sally Cheney
Bonnie Lou Risby
Modern Publisher
Cathy East Dubowski
Jay Russell
Brian Cochran
Roberta Collier-Morales
Linda Ford
John W McDermott
Dallas Murphy
Jill Roe
Christine Johnston
Patti Massman
Juana TrullÃ¡s
Sara Douglass
Carl Malamud
Craig Hunt
J. Thomas
David Rosenberg
John Gay
Philip Morrison
J. C. Masterman
Cay S. Horstmann
Bob Shaw
Elizabeth Haydon
Anton M Espadaler
Tom Whidden
David Limbaugh
Scott Waddle
Shimon Peres
David Jacobs
John Soars
Prentice Baptiste
Kevin Yank
Ricardas Gavelis
Leon Atkinson
Barbara Lane
KABIR HELMINSKI
Sandy Hingston
Kathleen Suzanne
Christine Holden
Katherine Greyle
Michelle McMaster
M. M Kaye
Felipe Fernandez-Armesto
Audrey Thomas
Donna Clayton
Meg Barnhouse
Bill Geist
Roy L. Swank
Carole Kanchier
Judith Lynn Nichols
Jonathan Harr
Bolles Richard Nelson
Viktor Emil Frankl
David L. Lander
Elizabeth Nunez
Elizabeth Perle McKenna
Lanny Perkins
Russell
Westin
Hamish MacInnes
Newt Gingrich
Marvin J. Wanner
Gordon Cotler
L.B. Cobb
Keith Herber
Christine Arnothy
Tara Ariano
Robert Jacobson
Joseph Wilson
Laura Flanders
Hans Rodionoff
Robert A. Rosenbaum
HARLEY JANE KOZAK
Charles Kimball
John H. Ritter
Dennis Bock
Laurence Bergreen
Daniel Glick
Dayton Duncan
James McManus
Linda R. Monk
James W. Johnson
Eric Alterman
Peter Collier
Mitchell Bard
Brian Holmsten
MAD Magazine
Time Magazine
Barnett Rich
Gene Kranz
Michael Light
Jack Hill
Barbara McCrea
Chuck Musciano
David Hurst Thomas
Thomas E. Mails
David Filkin
Tim Underwood
Harold Courlander
Jordan Yale Miller
Robert Zubrin
Jamie Zeppa
Irving Howe
John D. Barrow
Alex Patterson
Harry Bornstein
Rick Bentsen
Jock Sturges
Richard N. Rosenfeld
Theodore Zeldin
Witter Bynner
Woody Guthrie
Jay Pasachoff
Philip S.  Harrington
Omar Khayyam
Dorothea Lange
Pete Townshend
Ronald Florence
Nancy Hathaway
David H. Levy
Virginia Hamilton Adair
Clint W. Hatchett
Jim Ladd
Arwen Elys Dayton
PATRICIA RICE
BARBARA VINE
E. L. Larkin
DON COLDSMITH
Don Coldsmith
Tim Russert
Dennis L. Smith
Cem Kaner
Beth Beggs
Anne Winston
Robert Stewart
Tina Vasilos
Virginia Dove
Don Imus
LINDA SUE PARK
Naomi Holoch
Meredith Maran
Patricia Hampl
Cheryl Lightle
Karyn Monk
Ernest Callenbach
Wesley K. Clark
Life Magazine
James P. Kelly
Liza Bennett
Anita Loos
Peter M. Leschak
Katie Rose
